شناسه,نام,نامک
8028,"لوازم كشو سوپرى اينتیوو بلوم",blum-intivo-drawer-accessories
8029,"لوازم كشو مخفى اينتیوو بلوم",blum-intivo-hidden-drawer-accessories
8030,"آداپتور مگنت بلند بلوم",blum-long-magnet-adapter
8031,"آداپتور مگنت كوتاه بلوم",blum-short-magnet-adapter
8032,"بلوموشن بلوم",blum-blumotion
8033,"پاکت در تک درب بلوم",blum-single-door-pocket
8034,"پاکت در دو درب بلوم",blum-double-door-pocket
8035,"پله فضایی (Space Tower) بلوم",blum-space-tower
8036,"جاکاردی داخل کشویی بلوم",blum-drawer-inner-cutlery-tray
8037,"جای فویل و سلفون بلوم",blum-foil-and-cling-film-holder
8038,"جای قاشق و چنگال لگراباکس بلوم",blum-legrabox-cutlery-tray
8039,"ست برقی یخچال SERVO DRIVE FLEX بلوم",blum-servo-drive-flex-refrigerator-set
8040,"لوازم کشو سوپری تاندم باکس بلوم",blum-tandembox-superi-drawer-accessories
8041,"لوازم کشو مخفی تاندم باکس بلوم",blum-tandembox-hidden-drawer-accessories
8042,"لوازم میز کار بلوم",blum-worktop-accessories
8043,"لوازم تیپان بلوموشن بلوم",blum-tip-on-blumotion-accessories
8044,"لوازم سینکرونایز تاندم فول بلوم",blum-tandem-full-synchronize-accessories
8053,"جاقاشق و چنگال استیل بلوم",blum-stainless-steel-cutlery-tray
8054,"لولا درب شیشه‌ای UV بلوم",blum-uv-glass-door-hinge
8055,"لولا صفر درجه (بلاین کرنر) پمپی بلوم",blum-0-degree-blind-corner-hinge
8056,"جک اونتوس HF (دو درب) بلوم",blum-aventos-hf-bi-fold-lift-system
8059,"لولا 110 درجه پمپی بلوم",blum-110-degree-hinge
8060,"لولا 107 درجه پمپی بلوم",blum-107-degree-soft-close-hinge
8061,"لولا 155 درجه پمپی (خرچنگی - مشکی) بلوم",blum-155-degree-soft-close-hinge-black
8062,"لولا 155 درجه پمپی (خرچنگی) بلوم",blum-155-degree-soft-close-hinge
8063,"لولا 155 درجه ساده (خرچنگی) بلوم",blum-155-degree-hinge
8064,"لولا 32 میل پمپی (پروفایل - مشکی) بلوم",blum-32mm-profile-soft-close-hinge-black
8065,"لولا 32 میل (پروفایل) بدون فنر بلوم",blum-32mm-profile-hinge
8066,"لولا 32 میل (پروفایل) پمپی بلوم",blum-32mm-profile-soft-close-hinge
8067,"لولا 32 میل (پروفایل) ساده بلوم",blum-32mm-profile-hinge
8068,"لولا بای فولد بلوم",blum-bifold-hinge
8069,"لولا پمپی 110 درجه مشکی بلوم",blum-110-degree-soft-close-hinge-black
8070,"لولا پمپی 107 درجه مشکی بلوم",blum-107-degree-black-pump-hinge
8071,"لولا توکار پمپی بلوم",blum-concealed-pump-hinge
8072,"لولا توکار ساده بلوم",blum-concealed-plain-hinge
8073,"لولا تين در پمپی بلوم",blum-thin-door-pump-hinge
8074,"لولا خلاص (بدون فنر) بلوم",blum-springless-hinge
8075,"لولا ساده بلوم",blum-plain-hinge
8076,"لولا صفر درجه (بلاین کرنر) ساده بلوم",blum-0-degree-blind-corner-hinge
8081,"جک اونتوس HKXS بلوم",blum-aventos-hkxs-lift-system
8082,"جک اونتوس HKXS T بلوم",blum-aventos-hkxs-t-lift-system
8084,"جک اونتوس HK-tip-on بلوم",blum-aventos-hk-tip-on-lift-system
8085,"جک اونتوس HK TOP-tip-on بلوم",blum-aventos-hk-top-tip-on
8086,"جک اونتوس HK TOP بلوم",blum-aventos-hk-top
8114,"جک اونتوس HK بلوم",blum-aventos-hk
8115,"جک اونتوس HKi-tip-on بلوم",blum-aventos-hki-tip-on
8116,"جک اونتوس HKi بلوم",blum-aventos-hki
8117,"جک اونتوس HL (اتوبوسی) بلوم",blum-aventos-hl-bus
8144,"جک اونتوس HS بلوم",blum-aventos-hs
8145,"ست برقی جک های اونتوس بلوم",blum-aventos-electric-lift-set
8146,"ریل اینتیوو بلوم",blum-intivo-drawer-runner
8147,"ریل تاندم باکس بلوم",blum-tandembox-drawer-runner
8174,"ریل تاندم سینگل بلوم",blum-tandem-single-rail
8175,"ریل تاندم فول بلوم",blum-tandem-full-extension-rail
8176,"ریل تاندم فول موونتو بلوم",blum-tandem-full-movento-rail
8204,"ریل لگراباکس بلوم",blum-legrabox-drawer-rail
8205,"ست برقی کشو SERVO DRIVE بلوم",blum-servo-drive-electric-drawer-set
8206,"لگراباکس لوازم كشو سوپرى شيشه‌اى بلوم",blum-legrabox-glass-sided-drawer-organizer
8207,"ریل تاندم فول تیپان بلوم",blum-tandem-full-tip-on-rail
13621,"لگراباکس لوازم كشو سوپرى ميله‌اى بلوم",blum-legrabox-rod-sided-drawer-organizer
13625,"لگراباکس لوازم كشو مخفى بلوم",blum-legrabox-hidden-drawer-organizer
